O*NET-SOC Code,Title,gpt4_alpha,gpt4_beta,gpt4_gamma,human_alpha,human_beta,human_gamma,automation,automation_acemoglu,gpt4_alt_beta,OCC_CODE
17-2051.00,Civil Engineers,0.058823529411764705,0.4411764705882353,0.8235294117647058,0.11764705882352941,0.38235294117647056,0.6470588235294118,0.4264705882352941,0.4264705882352941,0.3235294117647059,17-2051
17-2051.01,Transportation Engineers,0.038461538461538464,0.5,0.9615384615384616,0.19230769230769232,0.46153846153846156,0.7307692307692308,0.375,0.375,0.25,17-2051
17-2051.02,Water/Wastewater Engineers,0.07142857142857142,0.5,0.9285714285714285,0.14285714285714285,0.5,0.8571428571428571,0.4375,0.4375,0.33928571428571425,17-2051
17-2061.00,Computer Hardware Engineers,0.5,0.6944444444444444,0.8888888888888888,0.16666666666666666,0.3055555555555555,0.4444444444444444,0.375,0.375,0.41666666666666663,17-2061
17-2071.00,Electrical Engineers,0.2272727272727273,0.5454545454545454,0.8636363636363636,0.13636363636363635,0.38636363636363635,0.6363636363636364,0.3977272727272727,0.3977272727272727,0.36363636363636365,17-2071
17-2072.00,"Electronics Engineers, Except Computer",0.23809523809523808,0.5476190476190476,0.8571428571428571,0.38095238095238093,0.5476190476190476,0.7142857142857142,0.39285714285714285,0.39285714285714285,0.47619047619047616,17-2072
17-2072.01,Radio Frequency Identification Device Specialists,0.42857142857142855,0.6666666666666666,0.9047619047619047,0.09523809523809523,0.38095238095238093,0.6666666666666666,0.4880952380952381,0.4880952380952381,0.5,17-2072
17-2081.00,Environmental Engineers,0.14285714285714285,0.5535714285714285,0.9642857142857142,0.25,0.5,0.75,0.45535714285714285,0.45535714285714285,0.5357142857142857,17-2081
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.1111111111111111,0.4444444444444444,0.7777777777777777,0.37037037037037035,0.48148148148148145,0.5925925925925926,0.38888888888888884,0.38888888888888884,0.35185185185185186,17-2111
17-2111.02,Fire-Prevention and Protection Engineers,0.07692307692307693,0.5384615384615385,1.0,0.5384615384615385,0.6153846153846154,0.6923076923076923,0.3076923076923077,0.3076923076923077,0.2692307692307693,17-2111
17-2112.00,Industrial Engineers,0.05,0.525,1.0,0.35000000000000003,0.625,0.9,0.525,0.525,0.47500000000000003,17-2112
17-2112.01,Human Factors Engineers and Ergonomists,0.15384615384615385,0.5192307692307693,0.8846153846153847,0.3076923076923077,0.5192307692307693,0.7307692307692308,0.3942307692307693,0.3942307692307693,0.38461538461538464,17-2112
17-2112.02,Validation Engineers,0.5,0.7045454545454546,0.9090909090909092,0.2727272727272727,0.4545454545454546,0.6363636363636364,0.3977272727272727,0.3977272727272727,0.4090909090909091,17-2112
17-2112.03,Manufacturing Engineers,0.041666666666666664,0.47916666666666663,0.9166666666666666,0.25,0.47916666666666663,0.7083333333333333,0.41666666666666663,0.41666666666666663,0.47916666666666663,17-2112
17-2121.00,Marine Engineers and Naval Architects,0.1,0.4166666666666667,0.7333333333333333,0.26666666666666666,0.4166666666666667,0.5666666666666667,0.3416666666666667,0.3416666666666667,0.23333333333333334,17-2121
17-2131.00,Materials Engineers,0.14285714285714285,0.47619047619047616,0.8095238095238095,0.14285714285714285,0.30952380952380953,0.47619047619047616,0.3571428571428571,0.3571428571428571,0.3333333333333333,17-2131
17-2141.00,Mechanical Engineers,0.03571428571428571,0.4464285714285714,0.8571428571428571,0.17857142857142855,0.39285714285714285,0.6071428571428571,0.3482142857142857,0.3482142857142857,0.39285714285714285,17-2141
17-2141.01,Fuel Cell Engineers,0.23076923076923078,0.4807692307692308,0.7307692307692308,0.3076923076923077,0.5,0.6923076923076923,0.31730769230769235,0.31730769230769235,0.3076923076923077,17-2141
17-2141.02,Automotive Engineers,0.36,0.66,0.96,0.44,0.64,0.84,0.43,0.43,0.34,17-2141
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",0.1111111111111111,0.4722222222222222,0.8333333333333333,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.2777777777777778,17-2151
17-2161.00,Nuclear Engineers,0.25,0.55,0.8500000000000001,0.25,0.47500000000000003,0.7000000000000001,0.36250000000000004,0.36250000000000004,0.30000000000000004,17-2161
17-2171.00,Petroleum Engineers,0.17391304347826086,0.5,0.8260869565217391,0.08695652173913043,0.3913043478260869,0.6956521739130435,0.3695652173913043,0.3695652173913043,0.34782608695652173,17-2171
17-2199.03,"Energy Engineers, Except Wind and Solar",0.09523809523809523,0.5476190476190476,1.0,0.23809523809523808,0.5,0.7619047619047619,0.46428571428571425,0.46428571428571425,0.40476190476190477,17-2199
17-2199.05,Mechatronics Engineers,0.21739130434782608,0.5434782608695652,0.8695652173913043,0.0,0.30434782608695654,0.6086956521739131,0.33695652173913043,0.33695652173913043,0.43478260869565216,17-2199
17-2199.06,Microsystems Engineers,0.22580645161290322,0.4838709677419355,0.7419354838709677,0.29032258064516125,0.5,0.7096774193548387,0.3629032258064516,0.3629032258064516,0.29032258064516125,17-2199
17-2199.07,Photonics Engineers,0.23076923076923078,0.5,0.7692307692307693,0.11538461538461539,0.2692307692307693,0.42307692307692313,0.3076923076923077,0.3076923076923077,0.2692307692307693,17-2199
17-2199.08,Robotics Engineers,0.375,0.5833333333333333,0.7916666666666666,0.20833333333333331,0.47916666666666663,0.75,0.38541666666666663,0.38541666666666663,0.4375,17-2199
17-2199.09,Nanosystems Engineers,0.28,0.6,0.92,0.16,0.48000000000000004,0.8,0.31,0.31,0.38,17-2199
17-2199.10,Wind Energy Engineers,0.125,0.46875,0.8125,0.3125,0.5,0.6875,0.390625,0.390625,0.28125,17-2199
17-2199.11,Solar Energy Systems Engineers,0.07692307692307693,0.46153846153846156,0.8461538461538463,0.23076923076923078,0.46153846153846156,0.6923076923076923,0.44230769230769235,0.44230769230769235,0.38461538461538464,17-2199
17-3011.00,Architectural and Civil Drafters,0.10714285714285714,0.5357142857142857,0.9642857142857142,0.17857142857142855,0.5178571428571428,0.8571428571428571,0.5803571428571428,0.5803571428571428,0.23214285714285712,17-3011
17-3012.00,Electrical and Electronics Drafters,0.23333333333333334,0.5833333333333334,0.9333333333333333,0.23333333333333334,0.4666666666666667,0.7,0.5,0.5,0.3833333333333333,17-3012
17-3013.00,Mechanical Drafters,0.06666666666666667,0.5,0.9333333333333333,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.6,0.6,0.4,17-3013
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,0.08333333333333333,0.29166666666666663,0.5,0.0,0.20833333333333331,0.41666666666666663,0.20833333333333331,0.20833333333333331,0.125,17-3021
17-3022.00,Civil Engineering Technologists and Technicians,0.13333333333333333,0.5666666666666667,1.0,0.26666666666666666,0.43333333333333335,0.6,0.4666666666666667,0.4666666666666667,0.36666666666666664,17-3022
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,0.2,0.41666666666666663,0.6333333333333333,0.1,0.3333333333333333,0.5666666666666667,0.39166666666666666,0.39166666666666666,0.36666666666666664,17-3023
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,0.1724137931034483,0.3620689655172414,0.5517241379310345,0.10344827586206896,0.24137931034482757,0.3793103448275862,0.3103448275862069,0.3103448275862069,0.29310344827586204,17-3024
17-3024.01,Robotics Technicians,0.34782608695652173,0.43478260869565216,0.5217391304347826,0.0,0.21739130434782608,0.43478260869565216,0.21739130434782608,0.21739130434782608,0.32608695652173914,17-3024
17-3025.00,Environmental Engineering Technologists and Technicians,0.07692307692307693,0.40384615384615385,0.7307692307692308,0.23076923076923078,0.44230769230769235,0.6538461538461539,0.4134615384615385,0.4134615384615385,0.3653846153846154,17-3025
17-3026.00,Industrial Engineering Technologists and Technicians,0.1,0.45,0.8,0.16666666666666666,0.3666666666666667,0.5666666666666667,0.375,0.375,0.3333333333333333,17-3026
17-3026.01,Nanotechnology Engineering Technologists and Technicians,0.24,0.4,0.56,0.16,0.36,0.56,0.3,0.3,0.24,17-3026
17-3027.00,Mechanical Engineering Technologists and Technicians,0.16666666666666666,0.4666666666666667,0.7666666666666666,0.2,0.4,0.6,0.3333333333333333,0.3333333333333333,0.35,17-3027
17-3027.01,Automotive Engineering Technicians,0.05555555555555555,0.2777777777777778,0.5,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3611111111111111,17-3027
17-3028.00,Calibration Technologists and Technicians,0.2,0.4,0.6,0.06666666666666667,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.26666666666666666,0.3,17-3028
17-3029.01,Non-Destructive Testing Specialists,0.0,0.28125,0.5625,0.0,0.25,0.5,0.296875,0.296875,0.1875,17-3029
17-3029.08,Photonics Technicians,0.1,0.21666666666666667,0.3333333333333333,0.06666666666666667,0.21666666666666667,0.36666666666666664,0.15833333333333333,0.15833333333333333,0.11666666666666667,17-3029
17-3031.00,Surveying and Mapping Technicians,0.1,0.5,0.9,0.1,0.5,0.9,0.5583333333333333,0.5583333333333333,0.2833333333333333,17-3031
19-1011.00,Animal Scientists,0.1111111111111111,0.5,0.8888888888888888,0.6666666666666666,0.7777777777777777,0.8888888888888888,0.3055555555555555,0.3055555555555555,0.3333333333333333,19-1011
19-1012.00,Food Scientists and Technologists,0.0,0.34615384615384615,0.6923076923076923,0.23076923076923078,0.5,0.7692307692307693,0.3076923076923077,0.3076923076923077,0.3076923076923077,19-1012
19-1013.00,Soil and Plant Scientists,0.0,0.48148148148148145,0.9629629629629629,0.4444444444444444,0.6296296296296295,0.8148148148148148,0.2685185185185185,0.2685185185185185,0.38888888888888884,19-1013
19-1021.00,Biochemists and Biophysicists,0.125,0.4375,0.75,0.20833333333333331,0.4375,0.6666666666666666,0.28125,0.28125,0.25,19-1021
19-1022.00,Microbiologists,0.07142857142857142,0.39285714285714285,0.7142857142857142,0.07142857142857142,0.3214285714285714,0.5714285714285714,0.21428571428571427,0.21428571428571427,0.21428571428571427,19-1022
19-1023.00,Zoologists and Wildlife Biologists,0.07142857142857142,0.39285714285714285,0.7142857142857142,0.21428571428571427,0.42857142857142855,0.6428571428571428,0.25,0.25,0.3214285714285714,19-1023
19-1029.01,Bioinformatics Scientists,0.45,0.7250000000000001,1.0,0.15000000000000002,0.55,0.9500000000000001,0.5750000000000001,0.5750000000000001,0.65,19-1029
19-1029.02,Molecular and Cellular Biologists,0.18181818181818182,0.5,0.8181818181818182,0.18181818181818182,0.4318181818181818,0.6818181818181819,0.34090909090909094,0.34090909090909094,0.4318181818181818,19-1029
19-1029.03,Geneticists,0.20833333333333331,0.5208333333333333,0.8333333333333333,0.16666666666666666,0.47916666666666663,0.7916666666666666,0.4270833333333333,0.4270833333333333,0.41666666666666663,19-1029
19-1029.04,Biologists,0.18181818181818182,0.5,0.8181818181818182,0.3181818181818182,0.38636363636363635,0.4545454545454546,0.34090909090909094,0.34090909090909094,0.36363636363636365,19-1029
19-1031.00,Conservation Scientists,0.0,0.43333333333333335,0.8666666666666667,0.26666666666666666,0.5499999999999999,0.8333333333333334,0.39166666666666666,0.39166666666666666,0.3333333333333333,19-1031
19-1031.02,Range Managers,0.0,0.3529411764705882,0.7058823529411764,0.23529411764705882,0.4117647058823529,0.5882352941176471,0.23529411764705882,0.23529411764705882,0.20588235294117646,19-1031
19-1031.03,Park Naturalists,0.16666666666666666,0.5,0.8333333333333333,0.1111111111111111,0.4722222222222222,0.8333333333333333,0.3472222222222222,0.3472222222222222,0.3333333333333333,19-1031
19-1032.00,Foresters,0.0,0.38,0.76,0.16,0.36,0.56,0.25,0.25,0.18,19-1032
19-1041.00,Epidemiologists,0.0,0.43333333333333335,0.8666666666666667,0.3333333333333333,0.5333333333333333,0.7333333333333333,0.36666666666666664,0.36666666666666664,0.4666666666666667,19-1041
19-1042.00,"Medical Scientists, Except Epidemiologists",0.14285714285714285,0.5,0.8571428571428571,0.3571428571428571,0.5714285714285714,0.7857142857142857,0.2857142857142857,0.2857142857142857,0.3214285714285714,19-1042
19-2011.00,Astronomers,0.058823529411764705,0.4411764705882353,0.8235294117647058,0.23529411764705882,0.4117647058823529,0.5882352941176471,0.39705882352941174,0.39705882352941174,0.2647058823529412,19-2011
19-2012.00,Physicists,0.4666666666666667,0.7,0.9333333333333333,0.4666666666666667,0.6333333333333333,0.8,0.45,0.45,0.4666666666666667,19-2012
19-2021.00,Atmospheric and Space Scientists,0.14814814814814814,0.537037037037037,0.9259259259259258,0.3333333333333333,0.5740740740740741,0.8148148148148148,0.4907407407407407,0.4907407407407407,0.2962962962962963,19-2021
19-2031.00,Chemists,0.07692307692307693,0.38461538461538464,0.6923076923076923,0.3076923076923077,0.42307692307692313,0.5384615384615385,0.2692307692307693,0.2692307692307693,0.2692307692307693,19-2031
19-2032.00,Materials Scientists,0.125,0.46875,0.8125,0.4375,0.5,0.5625,0.3125,0.3125,0.34375,19-2032
19-2041.00,"Environmental Scientists and Specialists, Including Health",0.045454545454545456,0.5,0.9545454545454546,0.5,0.7272727272727273,0.9545454545454546,0.4318181818181818,0.4318181818181818,0.4545454545454546,19-2041
19-2041.01,Climate Change Policy Analysts,0.07142857142857142,0.5357142857142857,1.0,0.5714285714285714,0.75,0.9285714285714285,0.5357142857142857,0.5357142857142857,0.5357142857142857,19-2041
19-2041.02,Environmental Restoration Planners,0.08695652173913043,0.5217391304347826,0.9565217391304348,0.34782608695652173,0.6521739130434783,0.9565217391304348,0.34782608695652173,0.34782608695652173,0.5,19-2041
19-2041.03,Industrial Ecologists,0.05263157894736842,0.5263157894736842,1.0,0.4473684210526315,0.7105263157894737,0.9736842105263157,0.4407894736842105,0.4407894736842105,0.43421052631578944,19-2041
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",0.09375,0.46875,0.84375,0.3125,0.5,0.6875,0.359375,0.359375,0.390625,19-2042
19-2043.00,Hydrologists,0.12,0.5,0.88,0.28,0.52,0.76,0.39,0.39,0.38,19-2043
19-2099.01,Remote Sensing Scientists and Technologists,0.0,0.4583333333333333,0.9166666666666666,0.16666666666666666,0.4583333333333333,0.75,0.4895833333333333,0.4895833333333333,0.41666666666666663,19-2099
19-3011.00,Economists,0.0,0.5,1.0,0.3076923076923077,0.42307692307692313,0.5384615384615385,0.44230769230769235,0.44230769230769235,0.46153846153846156,19-3011
19-3011.01,Environmental Economists,0.2,0.6000000000000001,1.0,0.55,0.775,1.0,0.47500000000000003,0.47500000000000003,0.55,19-3011
19-3022.00,Survey Researchers,0.25,0.625,1.0,0.75,0.84375,0.9375,0.59375,0.59375,0.53125,19-3022
19-3032.00,Industrial-Organizational Psychologists,0.08,0.48,0.88,0.32,0.5800000000000001,0.84,0.45,0.45,0.4,19-3032
19-3033.00,Clinical and Counseling Psychologists,0.1,0.3833333333333333,0.6666666666666666,0.36666666666666664,0.5333333333333333,0.7,0.325,0.325,0.16666666666666666,19-3033
19-3034.00,School Psychologists,0.0,0.39473684210526316,0.7894736842105263,0.3157894736842105,0.5789473684210527,0.8421052631578947,0.381578947368421,0.381578947368421,0.42105263157894735,19-3034
19-3039.02,Neuropsychologists,0.07142857142857142,0.46428571428571425,0.8571428571428571,0.21428571428571427,0.2857142857142857,0.3571428571428571,0.30357142857142855,0.30357142857142855,0.25,19-3039
19-3039.03,Clinical Neuropsychologists,0.05555555555555555,0.4444444444444444,0.8333333333333333,0.2222222222222222,0.2777777777777778,0.3333333333333333,0.29166666666666663,0.29166666666666663,0.19444444444444442,19-3039
19-3041.00,Sociologists,0.15384615384615385,0.5384615384615385,0.9230769230769231,0.38461538461538464,0.6153846153846154,0.8461538461538463,0.38461538461538464,0.38461538461538464,0.38461538461538464,19-3041
19-3051.00,Urban and Regional Planners,0.0,0.48,0.96,0.28,0.58,0.88,0.48,0.48,0.4,19-3051
19-3091.00,Anthropologists and Archeologists,0.06666666666666667,0.45,0.8333333333333334,0.3,0.5166666666666666,0.7333333333333333,0.30833333333333335,0.30833333333333335,0.15,19-3091
19-3092.00,Geographers,0.16666666666666666,0.5,0.8333333333333333,0.08333333333333333,0.375,0.6666666666666666,0.5,0.5,0.4583333333333333,19-3092
19-3093.00,Historians,0.14285714285714285,0.5,0.8571428571428571,0.3333333333333333,0.5,0.6666666666666666,0.46428571428571425,0.46428571428571425,0.5,19-3093
19-3094.00,Political Scientists,0.07142857142857142,0.5,0.9285714285714285,0.2857142857142857,0.5714285714285714,0.8571428571428571,0.46428571428571425,0.46428571428571425,0.5714285714285714,19-3094
19-3099.01,Transportation Planners,0.09090909090909091,0.5227272727272727,0.9545454545454546,0.36363636363636365,0.6590909090909091,0.9545454545454546,0.4772727272727273,0.4772727272727273,0.4090909090909091,19-3099
19-4012.00,Agricultural Technicians,0.15384615384615385,0.2884615384615385,0.42307692307692313,0.07692307692307693,0.13461538461538464,0.19230769230769232,0.2403846153846154,0.2403846153846154,0.2692307692307693,19-4012
19-4012.01,Precision Agriculture Technicians,0.09090909090909091,0.5,0.9090909090909092,0.2272727272727273,0.5,0.7727272727272727,0.5227272727272727,0.5227272727272727,0.4545454545454546,19-4012
19-4013.00,Food Science Technicians,0.25,0.34375,0.4375,0.125,0.28125,0.4375,0.3125,0.3125,0.28125,19-4013
19-4021.00,Biological Technicians,0.16666666666666666,0.38888888888888884,0.611111111111111,0.05555555555555555,0.25,0.4444444444444444,0.3194444444444444,0.3194444444444444,0.25,19-4021
19-4031.00,Chemical Technicians,0.125,0.375,0.625,0.25,0.375,0.5,0.34375,0.34375,0.21875,19-4031
19-4042.00,"Environmental Science and Protection Technicians, Including Health",0.23076923076923078,0.44230769230769235,0.6538461538461539,0.2692307692307693,0.42307692307692313,0.576923076923077,0.34615384615384615,0.34615384615384615,0.2884615384615385,19-4042
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",0.03333333333333333,0.3833333333333333,0.7333333333333333,0.1,0.31666666666666665,0.5333333333333333,0.3833333333333333,0.3833333333333333,0.25,19-4043
19-4044.00,Hydrologic Technicians,0.1875,0.5,0.8125,0.25,0.53125,0.8125,0.4375,0.4375,0.375,19-4044
19-4051.00,Nuclear Technicians,0.09523809523809523,0.16666666666666666,0.23809523809523808,0.09523809523809523,0.26190476190476186,0.42857142857142855,0.23809523809523808,0.23809523809523808,0.09523809523809523,19-4051
19-4051.02,Nuclear Monitoring Technicians,0.15789473684210525,0.23684210526315788,0.3157894736842105,0.15789473684210525,0.3157894736842105,0.47368421052631576,0.2763157894736842,0.2763157894736842,0.15789473684210525,19-4051
19-4061.00,Social Science Research Assistants,0.3913043478260869,0.6304347826086957,0.8695652173913043,0.34782608695652173,0.5652173913043478,0.7826086956521738,0.5760869565217391,0.5760869565217391,0.5869565217391304,19-4061
19-4071.00,Forest and Conservation Technicians,0.09523809523809523,0.3571428571428571,0.6190476190476191,0.14285714285714285,0.3571428571428571,0.5714285714285714,0.2976190476190476,0.2976190476190476,0.14285714285714285,19-4071
19-4092.00,Forensic Science Technicians,0.047619047619047616,0.40476190476190477,0.7619047619047619,0.047619047619047616,0.19047619047619047,0.3333333333333333,0.2738095238095238,0.2738095238095238,0.16666666666666666,19-4092
19-4099.01,Quality Control Analysts,0.23076923076923078,0.5384615384615385,0.8461538461538463,0.2692307692307693,0.5,0.7307692307692308,0.44230769230769235,0.44230769230769235,0.46153846153846156,19-4099
19-4099.03,Remote Sensing Technicians,0.13636363636363635,0.5681818181818182,1.0,0.13636363636363635,0.4772727272727273,0.8181818181818182,0.5681818181818181,0.5681818181818181,0.38636363636363635,19-4099
19-5011.00,Occupational Health and Safety Specialists,0.047619047619047616,0.3333333333333333,0.6190476190476191,0.2857142857142857,0.3571428571428571,0.42857142857142855,0.3214285714285714,0.3214285714285714,0.23809523809523808,19-5011
19-5012.00,Occupational Health and Safety Technicians,0.11538461538461539,0.40384615384615385,0.6923076923076923,0.23076923076923078,0.40384615384615385,0.576923076923077,0.33653846153846156,0.33653846153846156,0.25,19-5012
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,0.08695652173913043,0.19565217391304346,0.30434782608695654,0.17391304347826086,0.2826086956521739,0.3913043478260869,0.31521739130434784,0.31521739130434784,0.21739130434782608,21-1011
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",0.058823529411764705,0.3088235294117647,0.5588235294117647,0.29411764705882354,0.3676470588235294,0.4411764705882353,0.38235294117647056,0.38235294117647056,0.3235294117647059,21-1012
21-1013.00,Marriage and Family Therapists,0.0625,0.125,0.1875,0.1875,0.28125,0.375,0.234375,0.234375,0.0625,21-1013
21-1014.00,Mental Health Counselors,0.07407407407407407,0.25925925925925924,0.4444444444444444,0.1111111111111111,0.25925925925925924,0.4074074074074074,0.32407407407407407,0.32407407407407407,0.14814814814814814,21-1014
21-1015.00,Rehabilitation Counselors,0.058823529411764705,0.3529411764705882,0.6470588235294118,0.23529411764705882,0.4411764705882353,0.6470588235294118,0.3529411764705882,0.3529411764705882,0.2647058823529412,21-1015
21-1021.00,"Child, Family, and School Social Workers",0.043478260869565216,0.2391304347826087,0.43478260869565216,0.17391304347826086,0.2826086956521739,0.3913043478260869,0.358695652173913,0.358695652173913,0.13043478260869565,21-1021
21-1022.00,Healthcare Social Workers,0.058823529411764705,0.3529411764705882,0.6470588235294118,0.1764705882352941,0.4117647058823529,0.6470588235294118,0.3382352941176471,0.3382352941176471,0.23529411764705882,21-1022
21-1023.00,Mental Health and Substance Abuse Social Workers,0.0,0.2692307692307693,0.5384615384615385,0.15384615384615385,0.34615384615384615,0.5384615384615385,0.3076923076923077,0.3076923076923077,0.07692307692307693,21-1023
21-1091.00,Health Education Specialists,0.25,0.53125,0.8125,0.25,0.5,0.75,0.5,0.5,0.53125,21-1091
21-1092.00,Probation Officers and Correctional Treatment Specialists,0.14285714285714285,0.40476190476190477,0.6666666666666666,0.2857142857142857,0.45238095238095233,0.6190476190476191,0.42857142857142855,0.42857142857142855,0.26190476190476186,21-1092
21-1093.00,Social and Human Service Assistants,0.2,0.35000000000000003,0.5,0.30000000000000004,0.375,0.45,0.4,0.4,0.30000000000000004,21-1093
21-1094.00,Community Health Workers,0.06896551724137931,0.3103448275862069,0.5517241379310345,0.27586206896551724,0.3448275862068966,0.41379310344827586,0.3275862068965517,0.3275862068965517,0.43103448275862066,21-1094
21-2011.00,Clergy,0.19047619047619047,0.3333333333333333,0.47619047619047616,0.19047619047619047,0.23809523809523808,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.26190476190476186,21-2011
21-2021.00,"Directors, Religious Activities and Education",0.15789473684210525,0.42105263157894735,0.6842105263157894,0.3157894736842105,0.4473684210526315,0.5789473684210527,0.381578947368421,0.381578947368421,0.3684210526315789,21-2021
23-1011.00,Lawyers,0.0,0.4318181818181818,0.8636363636363636,0.13636363636363635,0.4772727272727273,0.8181818181818182,0.45454545454545453,0.45454545454545453,0.34090909090909094,23-1011
23-1012.00,Judicial Law Clerks,0.15789473684210525,0.5,0.8421052631578947,0.0,0.42105263157894735,0.8421052631578947,0.5921052631578947,0.5921052631578947,0.4473684210526315,23-1012
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",0.14285714285714285,0.5,0.8571428571428571,0.07142857142857142,0.3571428571428571,0.6428571428571428,0.5,0.5,0.46428571428571425,23-1021
23-1022.00,"Arbitrators, Mediators, and Conciliators",0.1,0.5,0.9,0.1,0.375,0.65,0.4625,0.4625,0.275,23-1022
23-1023.00,"Judges, Magistrate Judges, and Magistrates",0.0,0.40476190476190477,0.8095238095238095,0.047619047619047616,0.23809523809523808,0.42857142857142855,0.34523809523809523,0.34523809523809523,0.07142857142857142,23-1023
23-2011.00,Paralegals and Legal Assistants,0.16666666666666666,0.5,0.8333333333333333,0.08333333333333333,0.4583333333333333,0.8333333333333333,0.5416666666666666,0.5416666666666666,0.41666666666666663,23-2011
23-2093.00,"Title Examiners, Abstractors, and Searchers",0.1764705882352941,0.5588235294117647,0.9411764705882353,0.23529411764705882,0.5294117647058824,0.8235294117647058,0.7058823529411764,0.7058823529411764,0.5,23-2093
25-1011.00,"Business Teachers, Postsecondary",0.16,0.48,0.8,0.2,0.42,0.64,0.45,0.45,0.42000000000000004,25-1011
25-1021.00,"Computer Science Teachers, Postsecondary",0.15384615384615385,0.5,0.8461538461538463,0.19230769230769232,0.38461538461538464,0.576923076923077,0.4134615384615385,0.4134615384615385,0.38461538461538464,25-1021
25-1022.00,"Mathematical Science Teachers, Postsecondary",0.29166666666666663,0.5416666666666666,0.7916666666666666,0.25,0.4583333333333333,0.6666666666666666,0.47916666666666663,0.47916666666666663,0.375,25-1022
25-1031.00,"Architecture Teachers, Postsecondary",0.18181818181818182,0.4772727272727273,0.7727272727272727,0.2272727272727273,0.4318181818181818,0.6363636363636364,0.42045454545454547,0.42045454545454547,0.2272727272727273,25-1031
25-1032.00,"Engineering Teachers, Postsecondary",0.16666666666666666,0.5,0.8333333333333333,0.25,0.4375,0.625,0.4375,0.4375,0.375,25-1032
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",0.21739130434782608,0.5,0.7826086956521738,0.43478260869565216,0.5869565217391304,0.7391304347826086,0.43478260869565216,0.43478260869565216,0.2391304347826087,25-1041
25-1042.00,"Biological Science Teachers, Postsecondary",0.14814814814814814,0.4629629629629629,0.7777777777777777,0.2222222222222222,0.4074074074074074,0.5925925925925926,0.41666666666666663,0.41666666666666663,0.35185185185185186,25-1042
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",0.2,0.48,0.76,0.24,0.44,0.64,0.44,0.44,0.42000000000000004,25-1043
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",0.19230769230769232,0.4807692307692308,0.7692307692307693,0.19230769230769232,0.42307692307692313,0.6538461538461539,0.42307692307692313,0.42307692307692313,0.25,25-1051
25-1052.00,"Chemistry Teachers, Postsecondary",0.17857142857142855,0.42857142857142855,0.6785714285714285,0.25,0.4107142857142857,0.5714285714285714,0.4196428571428571,0.4196428571428571,0.375,25-1052
25-1053.00,"Environmental Science Teachers, Postsecondary",0.24,0.5,0.76,0.2,0.42000000000000004,0.64,0.44,0.44,0.44,25-1053
25-1054.00,"Physics Teachers, Postsecondary",0.125,0.41666666666666663,0.7083333333333333,0.20833333333333331,0.3958333333333333,0.5833333333333333,0.3958333333333333,0.3958333333333333,0.375,25-1054
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",0.2692307692307693,0.5,0.7307692307692308,0.19230769230769232,0.40384615384615385,0.6153846153846154,0.42307692307692313,0.42307692307692313,0.2692307692307693,25-1061
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.21739130434782608,0.5,0.7826086956521738,0.2608695652173913,0.45652173913043476,0.6521739130434783,0.43478260869565216,0.43478260869565216,0.5,25-1062
25-1063.00,"Economics Teachers, Postsecondary",0.13636363636363635,0.4545454545454546,0.7727272727272727,0.2272727272727273,0.4318181818181818,0.6363636363636364,0.4431818181818182,0.4431818181818182,0.38636363636363635,25-1063
25-1064.00,"Geography Teachers, Postsecondary",0.2,0.48000000000000004,0.76,0.28,0.48,0.68,0.44,0.44,0.4,25-1064
25-1065.00,"Political Science Teachers, Postsecondary",0.18181818181818182,0.4772727272727273,0.7727272727272727,0.2272727272727273,0.4318181818181818,0.6363636363636364,0.4318181818181818,0.4318181818181818,0.38636363636363635,25-1065
25-1066.00,"Psychology Teachers, Postsecondary",0.1724137931034483,0.46551724137931033,0.7586206896551724,0.1724137931034483,0.3793103448275862,0.5862068965517241,0.43103448275862066,0.43103448275862066,0.39655172413793105,25-1066
25-1067.00,"Sociology Teachers, Postsecondary",0.125,0.41666666666666663,0.7083333333333333,0.20833333333333331,0.3958333333333333,0.5833333333333333,0.41666666666666663,0.41666666666666663,0.375,25-1067
