Title,O*NET-SOC Code,pct_occ_scaled,feedback_loop_ratio,directive_ratio,validation_ratio,task_iteration_ratio,learning_ratio,filtered_ratio,augmentation_weighted_ratio,automation_weighted_ratio
Atmospheric and Space Scientists,19-2021.00,0.12318451848761164,0.06366723259762329,0.25806451612903264,0.0,0.11035653650254687,0.40831918505942344,0.15959252971137367,0.5186757215619703,0.32173174872665594
Nuclear Engineers,17-2161.00,0.12297537669051924,0.06717687074829937,0.25000000000000017,0.046768707482993215,0.2142857142857144,0.32227891156462607,0.09948979591836672,0.5833333333333337,0.31717687074829953
Retail Salespersons,41-2031.00,0.12276623489342663,0.0,0.13287904599659275,0.015332197614991458,0.06729131175468475,0.37223168654173755,0.4122657580919934,0.45485519591141377,0.13287904599659275
"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41-4012.00,0.1214068132123237,0.03703703703703712,0.21188630490956084,0.012919896640826876,0.09819121447028431,0.5073212747631366,0.13264427217915417,0.6184323858742478,0.24892334194659796
Tax Preparers,13-2082.00,0.1203611042268602,0.01737619461337966,0.08427454387489117,0.026933101650738374,0.03301476976542143,0.7827975673327546,0.05560382276281441,0.8427454387489144,0.10165073848827083
Reservation and Transportation Ticket Agents and Travel Clerks,43-4181.00,0.11826968625593295,0.01591511936339525,0.27144120247568554,0.0,0.18832891246684347,0.3731211317418218,0.15119363395225396,0.5614500442086653,0.2873563218390808
Lawyers,23-1011.00,0.11806054445884034,0.0,0.1612046058458812,0.018600531443755505,0.12843224092116906,0.5881310894596995,0.10363153232949471,0.7351638618246241,0.1612046058458812
"Physics Teachers, Postsecondary",25-1054.00,0.11798073576958316,0.018183373868288635,0.1991732461858334,0.03768454651362299,0.10119298573710094,0.602989847538674,0.04077600015647972,0.741867379789398,0.21735662005412204
Green Marketers,11-2011.01,0.11785140266174733,0.016858917480035502,0.28482697426796855,0.021295474711623828,0.40550133096717017,0.12244897959183673,0.14906832298136508,0.5492457852706307,0.30168589174800403
Exercise Physiologists,29-1128.00,0.11555084289372759,0.054298642533936604,0.17013574660633513,0.0,0.11855203619909521,0.5447963800904976,0.11221719457013529,0.6633484162895928,0.22443438914027172
"Bookkeeping, Accounting, and Auditing Clerks",43-3031.00,0.11534170109663469,0.03354487760652775,0.37805983680870414,0.0,0.14868540344515,0.19854941069809653,0.24116047144152147,0.34723481414324653,0.4116047144152319
Critical Care Nurses,29-1141.03,0.11481884660390307,0.07285974499089262,0.35519125683060176,0.06102003642987255,0.13387978142076518,0.29417122040072885,0.0828779599271389,0.48907103825136655,0.42805100182149436
Investment Fund Managers,11-9199.03,0.11471427570535658,0.02005469462169556,0.22880583409298103,0.0,0.2187784867821331,0.3327256153144948,0.19963536918869534,0.5515041020966279,0.2488605287146766
Advertising and Promotions Managers,11-2011.00,0.11429599211117136,0.04574565416285453,0.27996340347666987,0.013723696248856367,0.41354071363220524,0.15187557182067718,0.09515096065873663,0.5791399817017389,0.3257090576395244
"Arbitrators, Mediators, and Conciliators",23-1022.00,0.11408685031407856,0.0,0.2713107241063247,0.0403299725022915,0.32997250229147596,0.2438130155820348,0.114573785517873,0.6141154903758023,0.2713107241063247
"Electronics Engineers, Except Computer",17-2072.00,0.11230914503879043,0.057728119180633294,0.35381750465549405,0.0,0.31936685288640654,0.10521415270018636,0.16387337057727974,0.4245810055865929,0.41154562383612736
"Psychology Teachers, Postsecondary",25-1066.00,0.11220348090758504,0.00154522349719623,0.17246866681300563,0.056955196304349774,0.1259099436049553,0.5776988118035701,0.0654221579769229,0.7605639517128752,0.17401389031020187
Graphic Designers,27-1024.00,0.11210000324169772,0.0,0.4617537313432838,0.0,0.38899253731343314,0.0167910447761194,0.13246268656716365,0.40578358208955256,0.4617537313432838
Biologists,19-1020.01,0.11210000324169762,0.0,0.1408582089552243,0.02332089552238808,0.09701492537313464,0.5848880597014942,0.15391791044775874,0.7052238805970169,0.1408582089552243
Microsystems Engineers,17-2199.06,0.1112634360533268,0.06766917293233105,0.21146616541353389,0.015977443609022597,0.24060150375939843,0.31484962406015043,0.1494360902255635,0.5714285714285714,0.2791353383458649
"Social Work Teachers, Postsecondary",25-1113.00,0.11125442078289918,0.0025430892392269144,0.20540301749061265,0.026759191748283694,0.1717546006707004,0.5477519851934571,0.04578811565771899,0.7462657776124413,0.20794610672983957
Allergists and Immunologists,29-1069.01,0.10864916358966806,0.019249278152069282,0.18960538979788263,0.021174205967276215,0.10394610202117405,0.6073147256977864,0.05871029836381123,0.7324350336862366,0.20885466794995192
Telecommunications Engineering Specialists,15-1143.01,0.10551203663327699,0.10802775024777038,0.13875123885034726,0.0,0.11992071357780014,0.46184340931615475,0.17145688800792733,0.5817641228939548,0.24677898909811763
"Library Science Teachers, Postsecondary",25-1082.00,0.1046238937095006,0.0027042572234503063,0.2478600356285479,0.056888918358279736,0.24324935557325883,0.3657730126162159,0.08352442060024713,0.6659112865477546,0.2505642928519982
Business Continuity Planners,13-1199.04,0.10446632764781327,0.027027027027027084,0.28928928928928954,0.02002002002002005,0.27927927927927954,0.26326326326326377,0.12112112112111996,0.5625625625625634,0.3163163163163166
Geographers,19-3092.00,0.10383890225653536,0.0,0.23564954682779454,0.0,0.24572004028197417,0.39677744209466287,0.1218529707955684,0.6424974823766371,0.23564954682779454
Marriage and Family Therapists,21-1013.00,0.10300233506816435,0.023350253807106643,0.17360406091370575,0.0,0.15228426395939101,0.4964467005076144,0.15431472081218203,0.6487309644670054,0.1969543147208124
Robotics Engineers,17-2199.08,0.10216576787979333,0.233367451381781,0.20061412487205751,0.0,0.18526100307062446,0.1862845445240534,0.19447287615148348,0.37154554759467784,0.4339815762538385
Medical and Clinical Laboratory Technicians,29-2012.00,0.10132920069142282,0.09700722394220847,0.392156862745098,0.049535603715170295,0.21878224974200208,0.19814241486068104,0.04437564499483992,0.4664602683178535,0.48916408668730643
Logistics Engineers,13-1081.01,0.09960378086540757,0.0640419947506563,0.29501312335958063,0.02414698162729664,0.34330708661417364,0.1585301837270344,0.11496062992125826,0.5259842519685046,0.35905511811023694
Forest and Conservation Technicians,19-4093.00,0.09735550654666125,0.2653061224489796,0.14930182599355526,0.026852846401718575,0.2363050483351235,0.30182599355531664,0.020408163265305996,0.5649838882921587,0.4146079484425349
"Forestry and Conservation Science Teachers, Postsecondary",25-1043.00,0.096902487926385,0.009779955926295405,0.2522256148762963,0.12113676695797573,0.18134402702606073,0.37257552967948576,0.06293810553388583,0.6750563236635223,0.2620055708025917
Loan Counselors,13-2071.01,0.095996084865558,0.04466230936819191,0.179738562091504,0.02069716775599135,0.1557734204793034,0.40087145969499016,0.19825708061001898,0.5773420479302849,0.2244008714596959
"Agents and Business Managers of Artists, Performers, and Athletes",13-1011.00,0.09578694306846561,0.0,0.22925764192139758,0.0,0.2259825327510919,0.37554585152838477,0.16921397379912562,0.6015283842794766,0.22925764192139758
"History Teachers, Postsecondary",25-1125.00,0.09452149260792775,0.0024233648576904685,0.2667242749758618,0.05196320822032322,0.2737689277855597,0.3341454500811828,0.07097477407938181,0.6598775860870658,0.2691476398335523
Epidemiologists,19-1041.00,0.09437523593808983,0.0,0.05152354570637124,0.04099722991689752,0.03711911357340719,0.7113573407202222,0.15900277008310165,0.7894736842105269,0.05152354570637124
"Tailors, Dressmakers, and Custom Sewers",51-6052.00,0.09400923779317767,0.03225806451612903,0.32925472747497225,0.016685205784204644,0.4260289210233593,0.1523915461624027,0.04338153503893179,0.5951056729699666,0.3615127919911013
Genetic Counselors,29-9092.00,0.09380009599608466,0.0256410256410257,0.08807134894091434,0.0,0.043478260869565244,0.7023411371237473,0.14046822742474735,0.7458193979933125,0.11371237458194004
"Environmental Scientists and Specialists, Including Health",19-2041.00,0.09327724150335275,0.019058295964125605,0.3060538116591933,0.0,0.22197309417040384,0.27578475336322916,0.17713004484304803,0.497757847533633,0.32511210762331894
Auditors,13-2011.02,0.09003554364841569,0.03135888501742168,0.3170731707317078,0.033681765389082526,0.24970963995354278,0.20673635307781704,0.1614401858304281,0.4901277584204423,0.3484320557491295
Architectural and Engineering Managers,11-9041.00,0.08993097274986939,0.0,0.28139534883721,0.025581395348837223,0.4790697674418613,0.05465116279069775,0.15930232558139354,0.5593023255813963,0.28139534883721
Radiologists,29-1069.10,0.08956497460495691,0.0,0.2358435493286638,0.012842965557501492,0.11266783420899061,0.4442498540572098,0.1943957968476342,0.5697606538237019,0.2358435493286638
"Anthropology and Archeology Teachers, Postsecondary",25-1061.00,0.0892570059407292,0.001830896300501457,0.24881178450954355,0.12038304946651802,0.1752411349254277,0.38024525312913804,0.0734878816688711,0.6758694375210837,0.25064268081004504
"Law Teachers, Postsecondary",25-1112.00,0.08822686774088401,0.0019651548287400616,0.3983963240941198,0.19798523538704804,0.23124234588100653,0.11362374091853161,0.05678719889055374,0.5428513221865863,0.40036147892285984
Electrical Engineers,17-2071.00,0.08721212938766383,0.04316546762589939,0.1714628297362115,0.0,0.22182254196642703,0.3333333333333334,0.2302158273381285,0.5551558752997605,0.21462829736211086
"Cooks, Restaurant",35-2014.00,0.08616642040220052,0.10072815533980566,0.29975728155339815,0.0,0.2487864077669905,0.2900485436893202,0.06067961165048529,0.5388349514563107,0.4004854368932038
Medical Records and Health Information Technicians,29-2071.00,0.08616642040220021,0.0,0.38228155339805847,0.02305825242718441,0.22087378640776725,0.2050970873786405,0.1686893203883492,0.44902912621359214,0.38228155339805847
Choreographers,27-2032.00,0.0860618495036541,0.018226002430133646,0.5103280680437434,0.0,0.31713244228432624,0.055893074119076555,0.09842041312271999,0.3730255164034028,0.528554070473877
Food Scientists and Technologists,19-1012.00,0.085748136808015,0.0,0.1487804878048781,0.0,0.09634146341463426,0.6341463414634151,0.12073170731707235,0.7304878048780493,0.1487804878048781
"Mathematical Science Teachers, Postsecondary",25-1022.00,0.08512984808946172,0.011132429839091122,0.21145538270106778,0.04093235189223978,0.14979009904636365,0.5330004437320564,0.05368929278918109,0.7237228946706598,0.2225878125401589
Geographic Information Systems Technicians,15-1199.05,0.08459785692400498,0.17058096415327606,0.21508034610630455,0.0,0.1767614338689744,0.24721878862793578,0.19035846724350916,0.42398022249691014,0.3856613102595806
Remote Sensing Technicians,19-4099.03,0.08334300614144885,0.048933500627352654,0.3111668757841907,0.03889585947302382,0.32747804265997493,0.19196988707653692,0.08155583437892085,0.5583437892095356,0.36010037641154335
Medical Transcriptionists,31-9094.00,0.08334300614144864,0.0,0.3751568381430362,0.07026348808030142,0.3437892095357596,0.10790464240903383,0.10288582183186896,0.5219573400250949,0.3751568381430362
Pathologists,29-1069.07,0.08323843524290235,0.0741206030150755,0.27135678391959833,0.02763819095477387,0.10050251256281423,0.41206030150753786,0.11432160804020004,0.540201005025126,0.34547738693467384
Human Factors Engineers and Ergonomists,17-2112.01,0.08313386434435596,0.04654088050314471,0.17861635220125824,0.028930817610062914,0.09433962264150965,0.4213836477987426,0.2301886792452817,0.5446540880503151,0.22515723270440297
"Geoscientists, Except Hydrologists and Geographers",19-2042.00,0.08271558075017055,0.018963337547408372,0.18204804045512032,0.027812895069532273,0.13274336283185853,0.49304677623261745,0.1453855878634628,0.6536030341340082,0.2010113780025287
File Clerks,43-4071.00,0.08250643895307794,0.0,0.18757921419518372,0.03548795944233207,0.055766793409378575,0.543726235741446,0.17743979721165945,0.6349809885931565,0.18757921419518372
Music Therapists,29-1125.02,0.08240186805453142,0.0,0.21637055837563493,0.026649746192893467,0.202411167512691,0.2436548223350251,0.3109137055837555,0.47271573604060957,0.21637055837563493
Loan Officers,13-2072.00,0.08198358446034612,0.0,0.13137755102040807,0.0,0.20153061224489788,0.5382653061224496,0.12882653061224447,0.7397959183673475,0.13137755102040807
Human Resources Specialists,13-1071.00,0.08093787547488189,0.0,0.2790697674418622,0.0,0.2506459948320428,0.08527131782945784,0.3850129198966371,0.33591731266150066,0.2790697674418622
Biochemical Engineers,17-2199.01,0.0806241627792432,0.04150453955901444,0.09468223086900177,0.0,0.13359273670557786,0.46044098573281644,0.26977950713358945,0.5940337224383943,0.1361867704280162
Physicists,19-2012.00,0.08031045008360428,0.2135416666666667,0.28385416666666696,0.0,0.19010416666666677,0.24479166666666688,0.06770833333333248,0.43489583333333365,0.4973958333333337
Risk Management Specialists,13-2099.02,0.08020587918505778,0.027379400260756234,0.2242503259452411,0.0,0.2790091264667537,0.24511082138200796,0.224250325945241,0.5241199478487617,0.25162972620599733
Patient Representatives,43-4051.03,0.07811446121413076,0.0,0.2971887550200806,0.0,0.3962516733601074,0.15394912985274428,0.15261044176706776,0.5502008032128517,0.2971887550200806
"Architects, Except Landscape and Naval",17-1011.00,0.07800989031558425,0.0,0.26675603217158267,0.0,0.4182305630026816,0.10321715817694357,0.21179624664879199,0.5214477211796251,0.26675603217158267
City and Regional Planning Aides,19-4061.01,0.07780074851849175,0.029569892473118264,0.3145161290322582,0.0,0.19758064516129054,0.3790322580645166,0.07930107526881602,0.5766129032258072,0.3440860215053764
Geneticists,19-1029.03,0.07748703582285232,0.0607287449392715,0.1727395411605941,0.04183535762483134,0.1659919028340085,0.33198380566801633,0.2267206477732782,0.5398110661268561,0.23346828609986559
Computer and Information Systems Managers,11-3021.00,0.07743475037357928,0.07022282241728572,0.13706954760297124,0.0,0.15462525320729284,0.434841323430116,0.20324105334233405,0.5894665766374089,0.20729237002025697
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4081.00,0.07727789402576003,0.081190798376184,0.3991880920162381,0.0581867388362652,0.1299052774018944,0.2895805142083897,0.0419485791610284,0.4776725304465493,0.4803788903924221
Automotive Engineers,17-2141.02,0.07633675593884251,0.056164383561643785,0.25479452054794594,0.0,0.44383561643835745,0.13150684931506806,0.11369863013698454,0.5753424657534255,0.3109589041095897
Art Therapists,29-1125.01,0.0758139014461106,0.0,0.26689655172413845,0.06344827586206911,0.32068965517241393,0.21931034482758638,0.12965517241379207,0.6034482758620694,0.26689655172413845
Sales Engineers,41-9031.00,0.0758139014461105,0.0220689655172415,0.17793103448275951,0.0,0.3062068965517251,0.20965517241379317,0.2841379310344806,0.5158620689655182,0.200000000000001
Regulatory Affairs Specialists,13-1041.07,0.0757093305475643,0.0,0.33287292817679653,0.03176795580110507,0.23618784530386827,0.19337016574585608,0.20580110497237392,0.46132596685082944,0.33287292817679653
"Education Administrators, Preschool and Childcare Center/Program",11-9031.00,0.07497733425773989,0.0,0.368200836820084,0.0,0.45885634588563523,0.033472803347280464,0.13947001394700015,0.4923291492329157,0.368200836820084
Producers,27-2012.01,0.07414076706936898,0.0,0.47108603667136834,0.0,0.3582510578279267,0.06346967559943548,0.10719322990126937,0.42172073342736216,0.47108603667136834
Counseling Psychologists,19-3031.03,0.07393162527227627,0.0,0.1796322489391795,0.0,0.12164073550212175,0.5318246110325325,0.1669024045261659,0.6534653465346543,0.1796322489391795
First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011.00,0.07382705437372997,0.028328611898017043,0.2832861189801704,0.03682719546742209,0.3314447592067993,0.2252124645892353,0.09490084985835569,0.5934844192634566,0.3116147308781875
Microbiologists,19-1022.00,0.07351334167809086,0.0,0.18918918918918953,0.0,0.1778093883357046,0.44238975817923204,0.19061166429587378,0.6201991465149366,0.18918918918918953
Environmental Economists,19-3011.01,0.07351334167809065,0.0,0.2631578947368432,0.0,0.3883357041251786,0.14224751066856367,0.2062588904694146,0.5305832147937423,0.2631578947368432
Set and Exhibit Designers,27-1027.00,0.07340877077954455,0.0,0.4088319088319089,0.021367521367521368,0.3347578347578346,0.08119658119658119,0.15384615384615383,0.43732193732193714,0.4088319088319089
Naturopathic Physicians,29-1199.04,0.07330419988099826,0.0,0.11126961483594859,0.0,0.09985734664764628,0.6747503566333809,0.1141226818830241,0.7746077032810272,0.11126961483594859
"Human Resources Assistants, Except Payroll and Timekeeping",43-4161.00,0.07330419988099815,0.0,0.3309557774607702,0.0,0.35520684736091296,0.16547788873038535,0.1483594864479314,0.5206847360912983,0.3309557774607702
Dietetic Technicians,29-2051.00,0.07299048718535915,0.04584527220630379,0.31375358166189155,0.0,0.3051575931232095,0.16045845272206313,0.1747851002865319,0.4656160458452726,0.35959885386819535
Photographers,27-4021.00,0.07173563640280263,0.0,0.3848396501457733,0.029154518950437223,0.26239067055393644,0.13556851311953397,0.18804664723031886,0.4271137026239077,0.3848396501457733
Medical and Health Services Managers,11-9111.00,0.07163106550425652,0.16058394160583972,0.19124087591240888,0.0,0.32846715328467174,0.205839416058394,0.1138686131386855,0.5343065693430658,0.35182481751824857
Intelligence Analysts,33-3021.06,0.07163106550425621,0.0,0.2978102189781033,0.0,0.10218978102189819,0.24379562043795658,0.35620437956204193,0.3459854014598548,0.2978102189781033
Audio-Visual and Multimedia Collections Specialists,25-9011.00,0.07152649460570996,0.0,0.3684210526315801,0.0,0.28874269005848036,0.11549707602339211,0.2273391812865474,0.40423976608187245,0.3684210526315801
Demonstrators and Product Promoters,41-9011.00,0.07142192370716362,0.03074670571010248,0.30600292825768677,0.0,0.3338213762811129,0.19912152269399733,0.13030746705710047,0.5329428989751103,0.33674963396778923
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37-1012.00,0.07131735280861752,0.0,0.1935483870967742,0.0,0.0410557184750733,0.4472140762463343,0.3181818181818182,0.4882697947214076,0.1935483870967742
Teacher Assistants,25-9041.00,0.071022653003623,0.0,0.37210547450140524,0.03975371436220057,0.21201980993173644,0.25793066523892416,0.11819033596573346,0.5097041895328611,0.37210547450140524
"Directors- Stage, Motion Pictures, Television, and Radio",27-2012.02,0.0710036401129781,0.0,0.4344624447717237,0.0,0.18262150220913206,0.08983799705449198,0.29307805596465203,0.27245949926362406,0.4344624447717237
Insurance Policy Processing Clerks,43-9041.02,0.0702716438231535,0.0,0.3571428571428579,0.029761904761904948,0.32142857142857295,0.0,0.2916666666666643,0.3511904761904779,0.3571428571428579
"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-6063.00,0.06990564567824174,0.1832460732984293,0.3485415108451757,0.0,0.2647718773373224,0.1839940164547494,0.0194465220643231,0.44876589379207177,0.531787584143605
"Textile Cutting Machine Setters, Operators, and Tenders",51-6062.00,0.06990564567824174,0.1832460732984293,0.3485415108451757,0.0,0.2647718773373224,0.1839940164547494,0.0194465220643231,0.44876589379207177,0.531787584143605
Court Reporters,23-2091.00,0.06859850944641217,0.0,0.760670731707317,0.02591463414634144,0.14634146341463408,0.02591463414634144,0.04115853658536584,0.19817073170731694,0.760670731707317
Midwives,29-9099.01,0.06818022585222645,0.0,0.07975460122699399,0.0,0.05828220858895714,0.6641104294478534,0.19785276073619532,0.7223926380368105,0.07975460122699399
Tour Guides and Escorts,39-7011.00,0.06797108405513394,0.0,0.1123076923076922,0.0,0.0,0.13538461538461535,0.7523076923076923,0.13538461538461535,0.1123076923076922
Clinical Nurse Specialists,29-1141.04,0.06797108405513365,0.0,0.30923076923077,0.0,0.2923076923076925,0.24153846153846206,0.15692307692307533,0.5338461538461545,0.30923076923077
Real Estate Brokers,41-9021.00,0.06786651315658714,0.0,0.23728813559322068,0.0,0.25115562403698033,0.23112480739599497,0.280431432973804,0.4822804314329753,0.23728813559322068
Nurse Midwives,29-1161.00,0.06765737135949444,0.0,0.2874806800618242,0.0,0.282843894899537,0.2333848531684696,0.196290571870169,0.5162287480680066,0.2874806800618242
Customer Service Representatives,43-4051.00,0.06661166237403122,0.039246467817896445,0.18995290423861866,0.026687598116169574,0.15384615384615394,0.3155416012558873,0.27472527472527386,0.49607535321821083,0.2291993720565151
Clinical Research Coordinators,11-9121.01,0.0652522406929284,0.032051282051282146,0.27243589743589763,0.04006410256410268,0.22435897435897395,0.17628205128205146,0.25480769230769185,0.4407051282051281,0.3044871794871798
Treasurers and Controllers,11-3031.01,0.06472938620019648,0.0,0.15670436187399023,0.029079159935379666,0.1583198707592891,0.3877221324717297,0.2681744749596111,0.5751211631663985,0.15670436187399023
Actuaries,15-2011.00,0.06410196080891847,0.0,0.15986949429037559,0.027732463295269193,0.2724306688417626,0.36541598694942906,0.17455138662316352,0.6655791190864608,0.15986949429037559
Electronic Home Entertainment Equipment Installers and Repairers,49-2097.00,0.06399738991037217,0.08986928104575176,0.1552287581699348,0.049019607843137386,0.03104575163398703,0.5718954248366017,0.10294117647058725,0.6519607843137262,0.24509803921568657
Broadcast News Analysts,27-3021.00,0.06316082272200135,0.0,0.41556291390728567,0.0,0.43708609271523274,0.0,0.14735099337748148,0.43708609271523274,0.41556291390728567
Nursery Workers,45-2092.01,0.06295168092490876,0.0598006644518272,0.3106312292358804,0.0448504983388704,0.1312292358803986,0.4352159468438538,0.0182724252491694,0.6112956810631227,0.37043189368770757
Police Patrol Officers,33-3051.01,0.06284711002636224,0.03826955074875207,0.2778702163061567,0.031613976705490876,0.0765391014975042,0.4442595673876877,0.1314475873544083,0.5524126455906828,0.31613976705490876
Judicial Law Clerks,23-1012.00,0.06274253912781574,0.0,0.34166666666666723,0.0,0.33166666666666733,0.1616666666666664,0.1649999999999989,0.49333333333333373,0.34166666666666723
Advertising Sales Agents,41-3011.00,0.06263796822926934,0.0,0.2504173622704519,0.0,0.39732888146911716,0.1051752921535893,0.24707846410684162,0.5025041736227065,0.2504173622704519
Film and Video Editors,27-4032.00,0.06148768834525932,0.03741496598639476,0.4183673469387772,0.0,0.13265306122449033,0.12585034013605498,0.28571428571428265,0.2585034013605453,0.45578231292517196
"Middle School Teachers, Except Special and Career/Technical Education",25-2022.00,0.061449790825533854,0.008994853926936377,0.35623034831301065,0.019164711294778924,0.33385764434278853,0.17964476588762457,0.10210767623486074,0.532667121525192,0.36522520223994703
Industrial Ecologists,19-2041.03,0.06127854654816681,0.0,0.24232081911262865,0.0,0.3464163822525601,0.26450511945392563,0.1467576791808855,0.6109215017064857,0.24232081911262865
"Special Education Teachers, Kindergarten and Elementary School",25-2052.00,0.06120650881805701,0.0,0.4587493830441553,0.0,0.20547477125175634,0.12471999696267937,0.21105584874140895,0.3301947682144357,0.4587493830441553
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051.00,0.06109416696036319,0.00267489238500857,0.22446918337617008,0.17693893172107913,0.1769962894817263,0.2807587970848908,0.13816190595112487,0.6346940182876962,0.22714407576117865
Medical and Clinical Laboratory Technologists,29-2011.00,0.06023283756270329,0.11631944444444445,0.21354166666666674,0.07118055555555564,0.15104166666666666,0.36805555555555536,0.079861111111111,0.5902777777777777,0.32986111111111116
Photographic Process Workers and Processing Machine Operators,51-9151.00,0.05991912486706419,0.0,0.642233856893543,0.0,0.2024432809773125,0.09075043630017426,0.06457242582897016,0.2931937172774868,0.642233856893543
Transportation Planners,19-3099.01,0.05929169947578577,0.0,0.3104056437389777,0.0,0.34567901234567994,0.09171075837742539,0.2522045855379169,0.4373897707231053,0.3104056437389777
"Education Teachers, Postsecondary",25-1081.00,0.059081464446034196,0.004788810212513369,0.3185645633153413,0.05038938026482301,0.19706231608160166,0.340854220701494,0.08834070942422648,0.5883059170479187,0.32335337352785465
Logistics Analysts,13-1081.02,0.05887341588160027,0.0,0.21136767317939661,0.0,0.23978685612788736,0.09946714031971621,0.44937833037299985,0.33925399644760357,0.21136767317939661
Substance Abuse and Behavioral Disorder Counselors,21-1011.00,0.05808913414250265,0.0,0.1440144014401444,0.0,0.11881188118811842,0.49324932493249446,0.2439243924392426,0.6120612061206129,0.1440144014401444
"Title Examiners, Abstractors, and Searchers",23-2093.00,0.05782770689613695,0.0,0.45027124773960275,0.0,0.2911392405063295,0.10849909584086813,0.15009041591319938,0.39963833634719764,0.45027124773960275
Molecular and Cellular Biologists,19-1029.02,0.057827706896136845,0.0,0.28571428571428664,0.0,0.24773960216998306,0.18625678119349023,0.28028933092224,0.4339963833634733,0.28571428571428664
Farm and Home Management Advisors,25-9021.00,0.05740942330195144,0.0,0.25865209471766903,0.03460837887067403,0.19307832422586554,0.32058287795992724,0.19307832422586402,0.5482695810564668,0.25865209471766903
Marketing Managers,11-2021.00,0.057409423301951236,0.0,0.18761384335154907,0.0,0.29690346083788743,0.20947176684881688,0.3060109289617465,0.5063752276867043,0.18761384335154907
"Directors, Religious Activities and Education",21-2021.00,0.05730485240340514,0.0,0.17518248175182483,0.0,0.1277372262773722,0.465328467153286,0.23175182481751674,0.5930656934306582,0.17518248175182483
Distance Learning Coordinators,11-9039.01,0.057200281504858626,0.02925045703839136,0.48628884826325425,0.0,0.159049360146253,0.12065813528336439,0.20475319926873678,0.27970749542961737,0.5155393053016456
Food Batchmakers,51-3092.00,0.0559454307223024,0.10841121495327123,0.2560747663551407,0.0,0.23551401869158922,0.29906542056074825,0.1009345794392505,0.5345794392523375,0.3644859813084119
Climate Change Analysts,19-2041.01,0.0558408598237559,0.0,0.2228464419475664,0.0,0.3838951310861432,0.15917602996254734,0.2340823970037429,0.5430711610486906,0.2228464419475664
"Elementary School Teachers, Except Special Education",25-2021.00,0.05574507484233514,0.009915349362787193,0.3746413112893887,0.021125947065758374,0.3487954900995729,0.14222151602389324,0.1033003861585994,0.5121429531892245,0.3845566606521759
Electrical Engineering Technicians,17-3023.03,0.0555271471281168,0.12617702448211,0.1431261770244827,0.045197740112994614,0.07344632768361595,0.3860640301318283,0.22598870056496836,0.5047080979284388,0.2693032015065927
"Engineering Teachers, Postsecondary",25-1032.00,0.054965678542525105,0.0009800635279201596,0.21109307707752342,0.014416390862883523,0.1654346346046652,0.567076636459919,0.04099919746708857,0.7469276619274677,0.21207314060544358
"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2093.00,0.05489972173683889,0.23047619047619067,0.1066666666666668,0.0800000000000001,0.0,0.45333333333333387,0.1295238095238084,0.533333333333334,0.33714285714285747
Funeral Service Managers,11-9061.00,0.05489972173683874,0.053333333333333545,0.2742857142857152,0.04571428571428589,0.2685714285714284,0.15809523809523865,0.1999999999999981,0.4723809523809529,0.32761904761904875
"Secondary School Teachers, Except Special and Career/Technical Education",25-2031.00,0.05485497731304173,0.010076239557300127,0.35489434493405225,0.02146874464235575,0.3163288652972787,0.20124214478659502,0.09598966078241798,0.5390397547262296,0.3649705844913524
Landscape Architects,17-1012.00,0.054690579939745985,0.0,0.32695984703632935,0.0,0.4397705544933087,0.05736137667303981,0.17590822179732193,0.4971319311663485,0.32695984703632935
Logisticians,13-1081.00,0.05416772544701417,0.0,0.2625482625482631,0.0,0.3590733590733599,0.0,0.37837837837837707,0.3590733590733599,0.2625482625482631
Audio and Video Equipment Technicians,27-4011.00,0.05416772544701412,0.0,0.2895752895752905,0.0,0.28667953667953766,0.1332046332046323,0.2905405405405395,0.41988416988417,0.2895752895752905
Financial Examiners,13-2061.00,0.054063154548467975,0.0,0.26692456479690546,0.05609284332688604,0.3017408123791106,0.2940038684719535,0.08123791102514426,0.6518375241779502,0.26692456479690546
"Meeting, Convention, and Event Planners",13-1121.00,0.053644870954282456,0.0,0.30409356725146225,0.03118908382066284,0.36257309941520516,0.0838206627680313,0.21832358674463842,0.4775828460038993,0.30409356725146225
"Special Education Teachers, Secondary School",25-2054.00,0.052938715597179664,0.004515016920624487,0.33995455053989937,0.008747845283709957,0.1930953590671247,0.35404188789845825,0.09964534029018315,0.5558850922492928,0.3444695674605239
Paralegals and Legal Assistants,23-2011.00,0.05280830376591175,0.0,0.43168316831683157,0.0,0.4792079207920795,0.0,0.08910891089108881,0.4792079207920795,0.43168316831683157
Ophthalmologists,29-1069.06,0.052808303765911654,0.0,0.09702970297029671,0.0,0.049504950495049375,0.677227722772278,0.1762376237623759,0.7267326732673274,0.09702970297029671
"Eligibility Interviewers, Government Programs",43-4061.00,0.052390020171726136,0.0,0.14171656686626746,0.0,0.11177644710578834,0.5269461077844325,0.2195608782435117,0.6387225548902209,0.14171656686626746
